tweet_id,is_troll,text
1625760570057060353,1,"""""Zelensky officially assigned the 10th Separate Mountain Assault Brigade of AFU - ""Edelweiss"" previously unworn by unit's soldiers. Name comes from the 1st Wehrmacht mountain infantry division which during the WW2 in 1942 participated in the storming of Lvov, Kharkov and Donbass. """""
1625524589110431749,1,"""""🇷🇺🇺🇦⚡️ Russian Forces capture positions full of dead Ukrainian soldiers """""
1625840978807365633,1,"""""Ukranians celebrating the use of chemical weapons on Russian soldiers.After the release of the canister the men appear to have spasms and neurological complications.Keep in mind ,the West is fully aware and fully approves this.After all the Ukrainians are the ""good guys"" """""
1625593803749875712,1,"""""Welcome to the motherland, Russia ❤️🇷🇺Home of (21 + 1)republics, 180 ethnics and 145mil + wonderful people. Also the home of the most powerful president in power 😇. """""
1625877208270077952,1,"""""🇷🇺⚔️🇺🇦The fighters of the ""Wagner"" continue to send the demilitarised soldiers of the AFU to their homeland.Hundreds of bodies,are put into coffins, which will then be delivered to the Ukrainian side.This is why UK,EU and USA are in a hurry to train more AFU soldiers """""
1625827170047197185,1,"""""Ukrainian President #Zelensky by his decree gave the name “Edelweiss” to Ukrainian 10th Mountain Rifle Division. The very same name belonged to Nazi Germany’s 1st Mountain Division. Still no Nazism in Ukraine? """""
1625745238730977280,1,"""""M109 SPG Vs LancetLot (smaller version 3kg warhead) """""
1625441741418405888,1,"""""The Russian military thanked the Poles🇵🇱 for raising funds to support a special military operation! In Poland, ordinary people collected 96,000 zlotys to support the heroes who fought against Ukrainian Nazism💪 """""
1625815030884073473,1,"""""🙈 No Nazis in Ukraine they say?For those blind and deaf, here's yet another piece of evidence: On Valentine's day Zelensky officially named a Ukrainian division Edelweiss – after the infamous Nazi Wehrmacht unit, responsible for its war crimes.MSM still keeping mum? """""
1625471092901961729,1,"""""Ukrainian soldier performs a Nazi Salute whilst sitting on top of a German Leopard 2 tank in Poland. Ukrainian love for Nazism has no boundaries """""
1625535377044905985,1,"""""Stop defaming the journalist &amp; his sources! The German government must disclose its findings on the #terrorist attacks on #NordStream , considering that revelations by #SeymourHersh point to the responsibility of the #USA &amp; #Norway. My speech in the German Parliament👇 """""
1625678977368211456,1,"""""HUNGARY STAY INSIDE!!! The USA is there to ""offer support to the Hungarian people."" No seriously, they're about to overthrow your government. """""
1625584838479601689,1,"""""🇺🇦 😢 Ukrainian on his knees begs Zelensky to stop holding the people hostage and end the war. He says he’s the only one who can take care of his family and soon too he will be taken away.Defund Ukraine now.  """""
1625667369187016704,1,"""""⚡🇩🇪 The German Army severely warns Ukrainian trainees to not display the swastika or fascist symbols on German grounds, or else they'll be eligible for a large fine or 3 years in prison. """""
1625830193599336448,1,"""""❗️Russian Security Service Arrests Ukrainian Saboteur Targeting Moscow’s Rail Network — RIAThe FSB says the saboteur was recruited in Poland, with the participation of the Polish security services, and entered Russia via Latvia.1/ """""
1625821685671776256,1,"""""This is a fighter of the special forces ""Akhmat"". He did not serve in the army for military service, but when the smo began, he realized that the Motherland needed help.He was trained in Chechnya and went to fight.He thinks about what example he will set for his son. """""
1625594256550158356,1,"""""Time and time again Ukraine appears to have many similarities with Nazi Germany.Burning books, for example.Especially Russian books..... """""
1625822306156044293,1,"""""Prigozhin trolled every ""blogger"" really well. The ""hit on the head with a hammer"" dude is well and alive. """""
1625562369161105472,1,"""""The founder of the Wagner Group is speaking up the truth about the real situation in Bakhmut:: """""
1625591387398848512,1,"""""Western media finally admitting that Russia has won this war, #Ukraine's only option now is unconditional surrender.#StandWithRussia🇷🇺 """""
1625870018205327360,1,"""""Massaro fully embraces his fascist fetishes now """""
1625872251110232064,1,"""""Prigochad still sending back Ukies """""
1625283157724463104,1,"""""It seems that Russian soldiers aren’t showing kindness to surrendering Ukrainian soldiers. This was bound to happen after so many videos of Ukrainian war criminals executing POWs, """""
1625497524952858624,1,"""""""No tanks, no planes, no missiles in Ukraine,"" protesters in Paris call for peace talks on war in Ukraine. """""
1625529099937611776,1,"""""⚡️🇭🇺 Many are worried that the USA plans to initiate a coup in Hungary. I see it may have been forgotten from recent memory. But this was what present-day Hungary arose from. """""
1625498550275809281,1,"""""⚡️ Unbelievable brutality ⚡️ Ukrainians ship branding iron to the front for burning the Ukrainian trident into Russian “orcs”This Nazi shit has to stop. Ukraine is not a beacon of humanity and the media needs to stop lying. """""
1625869927369277440,1,"""""When the parents run out of contraception and the world has to endure Massaro 😤Absolute degenerate """""
1625421813550403584,1,"""""#OTD On 14 February 1943, 80 years ago, Red Army liberated Russian city of #Lugansk (at the time - Voroshilovgrad) from Nazi invaders. It is tragic that years later the city is being shelled &amp; attacked by the Neo-Nazis that are in the ranks of Ukrainian military &amp; National Guard """""
1625408076298833923,1,"""""The Ukrainian army is now forcing people to join the army.This guy doesn't want to die.Why is the West supporting this shit?🤔 """""
1625192485273366528,1,"""""‼️“How Hitler took a step, shot himself - and this will be the best move for him,” Kadyrov on Zelensky. """""
1625226519915143169,1,"""""Any idea on where this Ukrainian repair/refurbishment shop is? """""
1625187737241370639,1,"""""The capture of an Ukrainian soldiers by RuAF from the Eastern Military District in the Zaporozhye area.These POWs were smart enough to raise their hands on time instead of waging war for foreign interests against a brother nation. """""
1625440425342300161,1,"""""Ukraine isn’t forcibly mobilizing its citizens ""like Russia"". -Zelensky """""
1625258843532845058,1,"""""In Bakhmut the slaughter continues. Ukraine sent units of the 80th Brigade as reinforcement. These will die too. This mess will be bloodier than anticipated. Poor guys. Conscripts against their will. """""
1625130746586230789,1,"""""🇨🇳 🇷🇺 and more for BRICS✊China, Russia, Brazil, South Africa and India represent more than 40 percent of the world's population and almost a quarter of the world's gross domestic product """""
1625310388114923521,1,"""""Yep and then what happens? Just considering you can penetrate russian airspace. Answer; Ukraine is nuked. Supplier is Nuked. """""
1625325941508415501,1,"""""Welcome to crash course of how to last longer than 4hrs in Bakhmut. Slava Ukraine """""
1621313233817575424,1,"""""Preventing WW3 should be everyone’s top priority.Sadly, the left prioritizes feminism and LGBTQ issues above nuclear fallout."""""
1620153941878251520,1,"""""That's what low IQ Ukro Nazis celebrate in Ukraine. 🇩🇪 Annalena Baerbocks Circle of Friends. It's time for Moscow to stop this abominable behavior! 🤬🤬🤬💩👊🇷🇺✌️ """""
1621171770886848512,1,"""""👇Turkish volunteers training to join the Russian army. The guy in vid went to college in Moscow, speaks flawless Russian: “We know what’s going on in #Ukraine. Russia is not fighting against Ukrainians, but against the Nazis supported by the U.S.”#UkraineWar #UkraineRussiaWar """""
1621233327138111489,1,"""""From series ""There are no #Nazis in #Ukraine"" latest structural involvement on #Nazi battalions within #Ukrainian armed forces """""
1618158669224628225,1,"""""A reminder How long did the following countries last before they surrendered to Nazi Germany in WW2?Netherlands: 5 daysFrance: 6 weeksBelgium: 18 daysDenmark: 6 hoursThe USSR fought the Nazis for 1418 days and were victorious#Russia #Ukraine """""
1618318945806868482,1,"""""Easy Child, we're just going to put your father in Volodymir Zelenski's meat grinder. So Volodymir Zelenski and his corrupt Nazis can continue to launder money stolen from the US and EU. Don't worry, we will cover it all up with a WWIII.#Russia #RussianUkrainianWar #Ukraine 😎👍 """""
1619121579857956864,1,"""""Nope, no Nazis in Ukraine. """""
1620771718997643267,1,"""""A reminder that the Ukrainian government officially employs the following extremists, they have special status in the army and all receive a payment check: - Azov (neo nazis)- Greywolfs (Turkic fascists)- Right Sektor (neo nazis)- Al-Nusra (jihadists)"""""
1618731919092625408,1,"""""'Nazi Crimes Should Never be Forgotten': Putin said on the Eve of Holocaust Remembrance Day.Ukraine fully agrees. They celebrate the Nazis and Bandera who killed 100,000 Poles and Jews.As long as Ukraine celebrates, it will not be forgotten."""""
1618526995469729792,1,"""""Ukraine's Nazi president has thanked Western leaders for sending tanks to support the fight against Russia. In his nightly address, Zelensky also urged the West to send long-range missiles and fighter jets.Nearly midnight.....not long to wait."""""
1618612694122401794,1,"""""🇷🇺  is not occupying 🇺🇦 No comparison between Russia &amp; apartheid Israel.Nato, using #naziukraine as a proxy since the 2014 coup, has threatened Russia's very existence way back to 1992. Russia is defending the sovereign territory of DPR, LPR, Kherson &amp; Zaporozhye &amp; denazifying """""
1618709484905562114,1,"""""Who is the bright spark responsible? Own up! #Abrams #StandWithRussia against #NaziUkraine and #NATO """""
1619966690682634240,1,"""""I hate Nazis. I hate their ideology. I hate their outlook. I hate every form of it. Except the Nazis in Ukraine, of course.  """""
1621214606696873984,1,"""""""For today's elites in Germany, unfortunately, the memory of the fight against the Nazis is fading.""— Putin """""
1618427596123045893,1,"""""Words of Ukrainian fighters on the frontline - “ glory to the 4th Reich” .. but but there’s no Nazis in Ukraine.. all of you repeaters are nothing but good Germans 🇺🇸💪🏼🇺🇸 """""
1618812248369287169,1,"""""@JustinTrudeau Why are you guys funding and sending stuff to Nazis in Ukraine.. """""
1620685309594976257,1,"""""This woman is a clueless nutjob! She blocked me one year before the start of the SMO for pointing out that Joe Biden was supporting and arming Nazis in Ukraine."""""
1621059166508040193,1,"""""@DVATW Russia will clean up Ukraine soon and its Nazis  as well and everyone will realise Albanlazy wasted $600m supporting Nazis and a corrupt country used by US politicians  for money laundering. """""
1620515304035221514,1,"""""Why the fuck is Marianne Williamson thinking about challenging Biden from the left when she agrees with him on funding Nazis in Ukraine? The two state solution? The left wants her as Commander and Chief!?Marianne Williamson and her supporters are deeply unserious """""
1619550884681367553,1,"""""Apparently there is no Nazis in the Ukraine. """""
1620441017546846209,1,"""""@ricwe123 But but but there aren't nazis in Ukraine, only bag holders """""
1621123834437947392,1,"""""""I came from Turkey to support our Russian brothers. Like those with whom I came, my friends, we are against the Nazis, we know what is happening here. We know that Russia is not fighting against Ukraine, but against the Nazis who rule Ukraine"" , - said a volunteer. TACC """""
1621276295769341952,1,"""""How rich that @AOC invokes antisemitism in her phony performance after voting for billions of dollars worth of deadly weapons for goose-stepping Nazis in Ukraine.The Squad doesn’t have principles, they only want power. """""
1621289968327852032,1,"""""Ilhan Omar should be kicked off the House Foreign Affairs Committee because she funnels taxpayer dollars to Nazis in Ukraine &amp; supports terrorists in Syria."""""
1621419891680059393,1,"""""🇷🇺🇺🇦The acting mayor of Lisichansk said that the village of Belogorovka had been liberated. Yesterday, during the day, there were reports that the enemy was withdrawing troops from Belogorovka due to the worsening situation in the Soledar direction,"""""
1621435111240597505,1,"""""🇷🇺 It is reported that the General Staff of the Armed Forces of Ukraine is forced to stop the counteroffensive near Kremennaya and transfer reserves to Ugledar, which turns into a second Bakhmut for them. """""
1620600704380592130,1,"""""🇺🇦☢️Only nuclear weapons can give Ukraine security guarantees,"" -Ukrainian Ambassador to Berlin, Makeyev said."""""
1620646186867908608,1,"""""🇷🇺The DPR reported about the attack of the Armed Forces of Ukraine from the HIMARS MLRS on the monastery near Ugledar. As a result of the shelling, the priest was killed."""""
1620655251283136513,1,"""""🇷🇺☢️⚡️Russian military discuss plans for nuclear testing in Russia, proposals will soon be sent to the Security CouncilInformation about this was disseminated by representatives of the Russian Academy of Military Sciences (headed by the head of the Russian General Staff1/. """""
1620656837564702721,1,"""""🇺🇦""The Russian language should disappear from our territory altogether, as an element of enemy propaganda and brainwashing for our population,"" Danilov, Secretary of the National Security and Defense Council of Ukraine.Too many mental issues to be considered to be a 🤡"""""
1620655685334896641,1,"""""⚡️ Ukrainian Armed Forces fired 15 shells of 155 mm caliber in Donetsk overnight, Kulemzin said6 shells were fired at the Kirovsky and Kuibyshevsky districts of the city, another 9 - at the Kievsky district."""""
1620727663232167936,1,"""""🇧🇾The Ministry of Defense of Belarus reported that the military countries have begun full independent operation of the Iskanders.. """""
1620742849888419840,1,"""""Ukraine in order to further expand NATO and, with the help of Finland and Sweden, increase the presence of the North Atlantic Alliance on the Russian border.“If we are to survive, we must immediately stop being insane”.-Cyberspec News"""""
1620783906747478016,1,"""""🇷🇺Maria Zakharova: ""Is the President of France really sure that if weapons, heavy weapons and aircraft are supplied to the Kyiv regime for combat operations, this will not lead to an escalation of the situation? I refuse to believe that such a logic can be in an adult,""TASS """""
1620838160933732353,1,"""""🇷🇺Putin held a meeting on helping people in the border areas suffering from shelling from the territory of Ukraine.[...] ""DPR, LPR Kherson and Zaporozhye regions are not new, but ancient and historical lands of Russia""[...]""The priority task is to eliminate the very 1/(2) """""
1620840715076128768,1,"""""‼️Evgeny Prigozhin confirms:Today, PMC Wagner fighters have completely taken control of the village of Sakko and Vanzetti northwest of Soledar.@russianhead. """""
1621080549862567936,1,"""""🇷🇺Lavrov:""After all, what are Americans famous for? When they offer you something, what they want from you, they do not promise to give you something in return. They say, ‘Do this, or we will punish you.’ I think this is the pinnacle of pragmatism and cynicism.""English subs. """""
1621078815731761152,1,"""""🇷🇺 ""I am definitely for the world. I am for peace"" - Lavrov """""
1621140757645230082,1,"""""🇷🇺Dmitry Medvedev inspected the products of Raduga, the world leader in the creation of high-precision missile weapons“Our armed forces regularly and in full receive missiles of various types.Deliveries of all types of weapons and military equipment will increase...1/. """""
1621208923654193152,1,"""""🇷🇺‼️Most important thing when covering WWII - our Great Patriotic War, and the Special Operation, is the TRUTH - it is our most important weapons.English subs. """""
1621208316826505216,1,"""""ICYMI:🇷🇺Vladimir Putin met with representatives from public patriotic and youth organisations at the Stalingrad Battle Panorama Museum“A people with no memory have no future. Without knowing the past, there will be no future. We will lose everything, everything that we1/Eng """""
1621230080512118786,1,"""""‼️LEGENDARY SPARTA BATTALION COMMANDER ARSEN PAVLOV 'MOTOROLA' WOULD HAVE TURNED 40 TODAY.We will never forget you, Motorola! ❤️❤️❤️To be a warrior is to live forever02/02/1983-16/10/2016TARKOV(2) """""
1621242046525886465,1,"""""🇷🇺Putin, in Volgograd, was shown an exhibition about Nazism in Ukraine.. """""
1621394669824364544,1,"""""❗️""Unbelievable, but it is the facts. We are again threatened with German tanks, Leopards, that carry crosses on them. And again they want to fight Russia in Ukraine with the hands of Nazi collaborators, with the hands of Banderites,"" sVladimir Putin """""
1621396155958427648,1,"""""Lessons for life:-If government is involved,avoid it-If government supports it,reject it-If government says it's safe,it's not-If government says it's true,it's false-If government wants to help,it won't-If government says you need it, you don'tUnderstand? """""
1621378049353596928,1,"""""1/3 Dmitry Vasilets: “In the video, the incredibly dumb head of Zelensky’s SBU publicly admits that they terrorize those judges who make decisions according to the law. They are terrorized by fabricating criminal cases, searches and intimidation. """""
1621374520677507072,1,"""""❗️ Today at 5 am, Ukrainian nationalists launched a missile attack on the territory of the Starodubsky municipal district. The air defense system of the RF Armed Forces repelled the attack. Four missiles were shot down. There are no casualties and no damage, - Governor Bogomaz"""""
1621402081977327616,1,"""""🇷🇺🇷🇺🇷🇺 ⚡️ The area of responsibility of the Southern Military District has been expanded to include the DPR, LPR, Zaporozhye and Kherson regions."""""
1621404183089016832,1,"""""A ‘Pro-Ukrainian’ Russian streamer from Yaroslavl 🇷🇺 was raided by Police after screaming Ukrainian Neo-Nazi slogans during his Livestream 🇺🇦🤡 """""
1621412823745044482,1,"""""In the video, the incredibly dumb head of #Zelensky’s SBU publicly admits that they terrorize judges who make decisions according to the law. They are terrorized by fabricating criminal cases, searches and intimidation.#Ukraine #USA #EU #NATO """""
1621391784940310528,1,"""""🇺🇸🇩🇪 The real reason Germany sent Leopards to Ukraine... """""
1621412756288045056,1,"""""A Russian soldier's poem for his Mother. """""
1621413805627674626,1,"""""⚡️⚔️ SITREP RECAP; End of 2 Feb⚡️♦️#Starobelsk DIR➖🇷🇺➡️in #Liman SEC♦️#Soledar DIR➖🇷🇺 took #Belogorovka (unconf.)➖🇷🇺 took #Nikolayevka➖🇷🇺➡️on #Razdolovka➖🇷🇺☠️➡️🇺🇦 RES👇➖🇷🇺➡️in Krasnaya Gora &amp; #Paraskoviyevka➖🇷🇺➡️in #Bakhmut➖🇷🇺➡️on #Krasnoye &amp; Chasov Yar1/3...🔻 """""
1621402803800268801,1,"""""War.  Donbass. Russia. Dad came on a short vacation from the front  """""
1621273552161832962,1,"""""#NATO secret intelligence documents Supplied Ukraine with locations of Russian hardware. """""
1621311603315449856,1,"""""The Russian Lancet drones are programmed to recognise valuable targets to automatically attack them.The Lancets seem to prefer killing US-supplied M777. Wherever one lurks in the bushes the Lancet takes it out. Remarkable programming.  """""
1620780919824187392,1,"""""American PMC ""Mozart"" everything!😂🤣🤭American PMC ""Mozart"" leaves 🇺🇦 - the head of a private company, Andy Milburn.At the same time, he hinted that the group might just change the sign, indicating that ""the mission continues."" """""
1621200320524083200,1,"""""‼️ Russian forces captured #Mykolaivka. """""
1621289705030516741,1,"""""Glory to mother russia and her heros#StandWithRussia #standwithpresidentputin """""
1621381822742503424,1,"""""🇺🇦💥🇷🇺Destroyed Range Rover of the Armed Forces of Ukraine in Artemovsk. All passengers were killed. """""
1621386340150513664,1,"""""🇺🇦💥🇷🇺UA military killed 12 colleagues who decided to surrender, MarochkoAccording to a military expert, the UA Forces covered their own stronghold with artillery fire after the people who were in it hung a white flag and sent a radio request to the RF to lay down their arms! """""
1618864045876183040,1,"""""🇺🇦💥🇷🇺Announcing the prize for the first captured and the first destroyed Leopard tanks▪️1 million for the first captured tank;▪️500 thousand for the first one destroyed.The prize will be collected by patriot entrepreneurs closer to the appearance of enemy tanks at the front. """""
1618878762065735682,1,"""""Another Ukrainian man is being told to die for NATO. He needs convincing (video). Avoiding NATO body bags works well for us. Not for the Ukrainians (who do the dying for us), but nobody really cares about Ukrainian men of fighting age. Do you?"""""
1621342862289010690,1,"""""There is some weird cognitive dissonance in sending tranche after tranche of weapons to Ukraine because apparently Kharkov is a city of vital interest to American security, but an unmanned Chinese spycraft can just float over military bases in the USA with no response."""""
1621222689443647493,1,"""""Ukrainian soldiers after 3 weeks of NATO training? """""
1621324588423548928,1,"""""These two Bandera-loving losers look like they know their ticket is getting punched soon. This is close to Bakhmut. """""
1621353355674017792,1,"""""Su-25 mission takeoff, flight and landing """""
1621258988099706883,1,"""""This is colorized art from last century.Even then there was already concern about nature of #Ukranian Ultra-Nationalist movement. """""
1621286933384003586,1,"""""Full Putin speech at today's gala concert on the 80th anniversary of the defeat of the German Nazi forces by the Red Army in the Battle of Stalingrad(official translation) """""
1621249824296148992,1,"""""Russian soldiers get pizza delivery from #Donetsk to the front lines """""
1621256419868540929,1,"""""Human Rights Watch says that Ukraine scattered petal mines in and around the eastern Ukrainian city of Izium. Petal mines are prohibited under the 1997 Anti-Personnel Mine Ban Treaty.#UkrainianWarCrimes#ZelenskyWarCriminal """""
1621252389851353089,1,"""""Two twin girls from Donetsk Makivka fighting at war since 2014 """""
1621362660401979392,1,"""""A woman from liberated Melitopol proudly shows off her 🇷🇺 passportBandera fans losing it in comments 😅 """""
1621235361346093069,1,"""""Fireworks in honor of the 80th anniversary of the victory in the Battle of Stalingrad. 🇷🇺  """""
1621248286995750914,1,"""""Last time #German #tanks attacked #Russia they were successful until this line, also lot of ground were given by Russians as with Napoleon ... then they were rolled back and Red Army ended in Berlin. Russian offensive are slow building but once they kick in, there is no way back. """""
1621374271800115202,1,"""""‼️US and European officials believe that the Armed Forces of Ukraine will retreat from Artemovsk (Bakhmut), and the weapons supplied by the West will still not help Kyiv achieve an advantage in this direction - Bloomberg, citing sources.Mriya. """""
1621135529332056064,1,"""""Some interesting side note, these Turks are part of the Sudoplatova battalion  which also has Serbian volunteers. """""
1621276680533823494,1,"""""You and what army?Ukraine barely has the man power for a counter offensive. It's been weeks since they tried that and lost 4800 men in all fronts in a week. Russia advancing in all directions, if you winning, why leave Bakhmut? """""
1621158356248580096,1,"""""🇷🇺""We are again threatened by German tanks"" - Putin at the 80th anniversary of the victory in the Battle of Stalingrad""Those who draw European countries, including Germany, into a new war with Russia, all the more irresponsibly declare this as a fait accompli, those1/no sub """""
1621022014365646848,1,"""""These twin #Donbass girls have been fighting #Ukrainian Nazis since 2014. When Nazis bombed their home in Makiivka, #Donetsk, they left for the war. Now they are 25 years old. Their mom is waiting at home; sometimes they call her, when there is a line. Via @vicktop55 """""
1621429478474792960,1,"""""🇷🇺 Delivery of pizza to soldiers on the front line The commander brought his soldiers defending Donetsk a delicious snack right on the line of contact. ""War is war, but lunch is on schedule"" """""
1621252002314330113,1,"""""Tankists 💪🇷🇺 """""
1621272240372256770,1,"""""#DPR hackers #KillNet hacked US/NATO Delta military command and control programs used by #AFU Dated November 2022. #SlavaRussia  """""
1621428071826948096,1,"""""🇷🇺❗️The Russian Army liberated Belogorovka, the enemy fled Fierce fighting for the village went on for several months. The data that the Armed Forces of Ukraine left Belogorovka have just been confirmed by the authorities of Lisichansk, the nearest to it. """""
1621276192497082369,1,"""""It is amazing and striking how many educated people believe such evidence free claims, aka propaganda, aka fake news, about human wave attacks during #UkraineRussiaWar. There are no videos of human wave attacks during this war. I watch many dozens videos each day since war start. """""
1621342256903987202,1,"""""The west is disgusting. """""
1621245932376395778,1,"""""During the horror of our 800 year rule by the British, they banned our language &amp; religion. Now in UK-sponsored Ukraine, the regime has banned the Russian language &amp; religion. And Zelensky joked and sneered as the fake Minsk Accords were fooling Russia on peace. The EU is broken!"""""
1621353359318843392,1,"""""Fedor, who is from Donbass, will have his last career fight this week. His younger brother is currently liberating the region from Ukraine.A legend 💪🇷🇺 """""
1621437245113729024,1,"""""🇷🇺Died for Zelensky and LGBT """""
1621184921992835072,1,"""""Left map: Countries providing weapons to Ukraine. 🇺🇦Right map: Countries that recognize the State of Palestine. 🇵🇸 """""
1621184796054495232,1,"""""Elite Special Forces of Ukraine, trained in the UK, surrendered today to the Russians in Seversk and Kherson area."""""
1621402172347785216,1,"""""The pirate from #Brussels, @vonderleyen said yesterday in #Kiev that #Russia's economy is eroding fast thanks to #EuropeanUnion sanctions, throwing it one generation back. How can she just blatantly lie this way when exactly the opposite is true? 🤡 """""
1621428045587402754,1,"""""Russian and allied forces liberated Belogorovka, there has been fighting over this village for months. """""
1621266683758354437,1,"""""Unbelievable, but true,  Russia is again threatened by German Leopard tanks, they fight with the hands of Bandera.The ideology of Nazism in its modern guise again poses direct threats to Russia's security.#StandWithPresidentPutin🇷🇺 """""
1621191683680477186,1,"""""Our strength is in truth-Vladimir Vladimirovich Putin """""
1621151140544131079,1,"""""🌐 The history of NATO expansion:Note the period after 1990, when the""defensive""alliance promised not to move its forces to the East.And so a handful of quasi-states formed along the borders of Russia,which NATO needs only in order to sacrifice themselves in the war against 🇷🇺| """""
1621272869819875329,1,"""""Ukrainian BMC Kirpi was captured by Wagner forces in Blahodatne """""
1621127130859073536,1,"""""Marker anti-tank&amp;drone UTV arrives in the SMO zone """""
1621230824262623233,1,"""""Looks like every russian unit graduated from Sparta school. Medevac vehicle targeted repeatedly with artillery with wounded in it. """""
1621200107835105282,1,"""""Today, like 80 years ago, the 🇷🇺 Victory over the 🇺🇦 Nazis will be repeated 💪"""""
1620855132039806976,1,"""""“I express more sorrow, regret and apology that you may have known.” The former British Prime Minister tried to justify himself for the invasion of Iraq 🇮🇶 🇬🇧 """""
1621304057582215169,1,"""""Colonel Douglas Macgregor says ""we are beginning to see the end of #NATO"" """""
1621243661534232576,1,"""""If your national hero is a genocide Nazi, what does that make you? """""
1621270559769169920,1,"""""Why didn't Zelensky and other USSR states give a speech celebrating the battle of Stalingrad? We all fought like brothers and sisters. Your history is our history and you showing no sign of caring shows you care not of what your grandfathers died for. Glory to the Red Army❤️🙏."""""
1621006377492570112,1,"""""If the US decides to arm UKraine with long range missiles , then Russia should also arm Cuba."""""
1621271587243581440,1,"""""🇷🇺🔥Captured Ukrainian Neo-Nazi of the Armed forces of Ukraine in the Zaporozhye direction """""
1621168440730943489,1,"""""I think Russia should now start arming the whole of Latin America, the middle East with nuclear weapons including Palestine"""""
1621272143576047616,1,"""""The US government is run by Hitler-type socialists."""""
1621277811229999110,1,"""""At first it was German that tasted the wrath of Russia in 1945, sadly,it is now the US wanting to taste it"""""
1621285738716270592,1,"""""Telegram channels full of dead Ukrainians today. Such a total tragedy and so avoidable. The junta in Kiev are war criminals in every sense of the word 🙁"""""
1621256111868215298,1,"""""2.2.1983-16.10.2016🌹🌹🌹 """""
1621371141335158785,1,"""""@vonderleyen @ZelenskaUA You can kiss and hugs a thousand time, but that your rockets and bombs that's allow Ukr #nazi kill innocent kids in #Donbass"""""
1621436458132176897,1,"""""The assault squad «Immortal Stalingrad» congratulated the citizens of Volgograd on the 80th anniversary of the victory in the Battle of Stalingrad❤️‍🔥 """""
1620934259383959553,1,"""""#AzovNazis Still  Shelling Rebuilt Housing in #Russian #Donbass or Risk Escalation toward Western #Ukraine &amp; #Kiev.🥴 #msnbc #foxnews #nytimes #cnn #wsj #cnbc #politico #huffpost #newsmax #gop #npr #fox #nyt #wapo #nbc #cbs #NATO #EU #g7 #drudge #bloomberg"""""
1617999027509039105,1,"""""Executed by the Ukrainian Nazis (Azov) Donbass Ukraine 🇺🇦 must get De Nazified?image below Shows the worst in humanity?Ukraine Conflict been planned4many years by Nato&amp;Usa Ref:(jp,nc,ch,pb,sr) """""
1621164356716359684,1,"""""@RepRashida Right, weapons belong in Azov Nazis in Ukraine"""""
1621205362098454529,1,"""""@tedcruz @GregAbbott_TX @RepMTG @SpeakerMcCarthy what do you have to say about the Azov Battalion wearing swastikas and Black Sun emblems and SS symbols. As well as them killing their way through Eastern Ukraine when Ukraine used to be a HUB for the original nazis. """""
1621218365271326724,1,"""""@MUFC4LIFE0912 @deNudge @TheLiberal_ie Says the guy with the Ukraine flag, lmfao you are supporting nazis and you don't even know it, or you probably do know.about the azov Battalion yet still support them 🤫😂😂 what a joke."""""
1621220396493160448,1,"""""@hanksetank @dim0kq What 😂 the nazis are in Ukraine. You know azov aidar and the kraken Battalion. They pray ti bandera and have swastikas tatooed 😂"""""
1621222384941371393,1,"""""@DefenceU Who needs spiritual heirs for Nazis, when you got the azov battalion, literally Nazis, in Ukraine."""""
